ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
15667,Wendy Suzanne Bruce (-Martin),F,19,155,45,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Bronze
15668,Peter Bruch,M,16,177,65,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
15669,"Bjrn Richard ""Ricky"" Bruch",M,26,198,140,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,Bronze
15670,Hans-Dieter Brchert,M,23,166,57,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
15676,Roland Brckner,M,20,172,65,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Bronze
15676,Roland Brckner,M,24,172,65,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver
15676,Roland Brckner,M,24,172,65,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Gold
15676,Roland Brckner,M,24,172,65,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Horse Vault,Bronze
15676,Roland Brckner,M,24,172,65,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
15677,Ralf Brudel,M,25,192,90,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Gold
15677,Ralf Brudel,M,29,192,90,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Silver
15683,"Wilhelm ""Willy"" Brderlin",M,25,,,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Fours,Gold
15689,Prospre Bruggeman,M,27,,,Royal Club Nautique de Gand,BEL,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Silver
15693,Kurt Brugger,M,24,185,86,Italy-1,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Mixed (Men)'s Doubles,Gold
15697,"Edmund ""Edy"" Bruggmann",M,28,178,75,Switzerland,SUI,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver
15704,Ivano Brugnetti,M,27,176,61,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,Gold
15706,Jacques Marie Stanislas Jean Brugnon,M,28,168,64,France-1,FRA,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,Silver
15707,Sergi Bruguera Torner,M,25,188,75,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Silver
15711,William Bruhn-Mller,M,25,,,Roddklubben af 1912-1,SWE,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",Silver
15721,Julien Louis Brul,M,44,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Individual",Silver
15721,Julien Louis Brul,M,44,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Individual",Gold
15721,Julien Louis Brul,M,44,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Bronze
15721,Julien Louis Brul,M,44,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Team",Silver
15721,Julien Louis Brul,M,44,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Team",Silver
15722,Lyubov Aleksandrovna Bruletova,F,26,150,48,Russia,RUS,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Extra-Lightweight,Silver
15730,Valery Nikolayevich Brumel,M,18,185,79,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's High Jump,Silver
15730,Valery Nikolayevich Brumel,M,22,185,79,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,Gold
15738,Jan Brumovsk,M,27,169,60,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Silver
15743,Kristoffer Brun,M,28,175,70,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
15749,Enrico Bruna,M,25,,,Bucintoro Venezia-1,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Gold
15749,Enrico Bruna,M,25,,,Bucintoro Venezia,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 mile),Gold
15749,Enrico Bruna,M,25,,,Bucintoro Venezia,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Gold
15750,Frantiek Brna,M,27,192,86,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,Silver
15751,Roberto Brunamonti,M,21,191,80,Italy,ITA,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Silver
15755,Jennifer Lyn Brundage,F,27,167,74,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
15763,"Michael Lee ""Mike"" Bruner",M,19,179,73,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
15763,"Michael Lee ""Mike"" Bruner",M,19,179,73,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Butterfly,Gold
15765,Caroline Brunet,F,27,175,70,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
15765,Caroline Brunet,F,31,175,70,Canada,CAN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
15765,Caroline Brunet,F,35,175,70,Canada,CAN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
15770,Manuel Brunet,M,30,179,79,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
15771,Marie Laure Louise Graldine Brunet,F,21,166,52,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze
15771,Marie Laure Louise Graldine Brunet,F,21,166,52,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
15773,Pierre Andr Brunet,M,24,168,,France,FRA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Bronze
15774,Pierre mile Ernest Brunet,M,21,168,,France-1,FRA,1924 Winter,1924,Winter,Chamonix,Figure Skating,Figure Skating Mixed Pairs,Bronze
15774,Pierre mile Ernest Brunet,M,25,168,,France,FRA,1928 Winter,1928,Winter,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Gold
15774,Pierre mile Ernest Brunet,M,29,168,,France,FRA,1932 Winter,1932,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,Gold
15775,Roberta Brunet,F,31,170,58,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 5,000 metres",Bronze
15776,Andre Marguerite Blanche Brunet-Joly,F,22,165,,France-1,FRA,1924 Winter,1924,Winter,Chamonix,Figure Skating,Figure Skating Mixed Pairs,Bronze
15776,Andre Marguerite Blanche Brunet-Joly,F,26,165,,France,FRA,1928 Winter,1928,Winter,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Gold
15776,Andre Marguerite Blanche Brunet-Joly,F,30,165,,France,FRA,1932 Winter,1932,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,Gold
15780,Luis ngel Brunetto,M,22,186,74,Argentina,ARG,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Triple Jump,Silver
15781,Jean Bruneval,M,,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver
15784,Dino Bruni,M,20,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Team",Silver
15788,Rachele Bruni,F,25,170,59,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,Silver
15791,"Bruno ""Bruninho"" Mossa de Rezende",M,22,190,76,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Silver
15791,"Bruno ""Bruninho"" Mossa de Rezende",M,26,190,76,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver
15791,"Bruno ""Bruninho"" Mossa de Rezende",M,30,190,76,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
15796,Konrad Anton Olsson Brunkman,M,25,,,Roddklubben af 1912-1,SWE,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",Silver
15803,Franz Brunner,M,23,,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Handball,Handball Men's Handball,Silver
15804,Georg Brunner,M,30,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Bronze
15807,Karl Bernhard Brunner,M,28,173,79,Italy-1,ITA,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Mixed (Men)'s Doubles,Silver
15810,Melitta Brunner (-Kreckow),F,21,164,,Austria-2,AUT,1928 Winter,1928,Winter,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Bronze
15816,"Ursula ""Ursel"" Brunner (-Wirth)",F,19,165,55,Germany,GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
15816,"Ursula ""Ursel"" Brunner (-Wirth)",F,19,165,55,Germany,GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
15826,Luciano Bruno,M,21,175,67,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze
15835,Plinio Anslme Brusa,M,32,170,,France,FRA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Bronze
15836,Giancarlo Brusati,M,26,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Team",Gold
15847,Olga Aleksandrovna Brusnikina,F,21,169,55,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
15847,Olga Aleksandrovna Brusnikina,F,21,169,55,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
15847,Olga Aleksandrovna Brusnikina,F,25,169,55,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
15848,"Ernesto Mario ""Enrico"" Brusoni",M,21,,,Italy,ITA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Points Race,Gold
15853,Arne Brustad,M,24,,,Norway,NOR,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Bronze
15854,Georg Brustad,M,19,,,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
15856,Hkon Brusveen,M,32,,,Norway,NOR,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold
15856,Hkon Brusveen,M,32,,,Norway,NOR,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
15873,Frdric-Albert Gustave Bruynseels,M,31,,,Edelweiss II-1,BEL,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Gold
15880,"Robert Charles ""Bob"" Bryan",M,30,193,92,United States-1,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,Bronze
15880,"Robert Charles ""Bob"" Bryan",M,34,193,92,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Gold
15882,"Michael Carl ""Mike"" Bryan",M,30,191,87,United States-1,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,Bronze
15882,"Michael Carl ""Mike"" Bryan",M,34,191,87,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,Bronze
15882,"Michael Carl ""Mike"" Bryan",M,34,191,87,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Gold
15889,Karina Louise Bryant,F,33,185,109,Great Britain,GBR,2012 Summer,2012,Summer,London,Judo,Judo Women's Heavyweight,Bronze
15890,Kelci Marie Bryant,F,23,160,61,United States,USA,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Silver
15891,Kobe Bean Bryant,M,29,198,100,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold
15891,Kobe Bean Bryant,M,33,198,100,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
15892,Percy D. Bryant,M,34,,,United States-2,USA,1932 Winter,1932,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,Silver
15893,"George Philip ""Phil"" Bryant",M,26,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Double American Round,Gold
15893,"George Philip ""Phil"" Bryant",M,26,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Double York Round,Gold
15893,"George Philip ""Phil"" Bryant",M,26,,,Boston Archers,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Team Round,Bronze
15896,Rosalyn Evette Bryant (-Clark),F,20,165,57,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
15897,Wallace Bryant,M,40,169,,Boston Archers,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Team Round,Bronze
15907,Arto Kalervo Bryggare,M,26,194,88,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,Bronze
15908,Haakon Piro Bryhn,M,26,,,Norna,NOR,1928 Summer,1928,Summer,Amsterdam,Sailing,Sailing Mixed 6 metres,Gold
15911,Alexia Marie Bryn (Schien-),F,31,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Figure Skating,Figure Skating Mixed Pairs,Silver
15912,Yngvar Bryn,M,38,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Figure Skating,Figure Skating Mixed Pairs,Silver
15926,Mira Vasilyevna Bryunina,F,24,178,74,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
15930,Viktor Arkadiyovych Bryzhin,M,26,181,79,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
15931,Olha Arkadivna Bryzhina (Vladykina-),F,25,171,63,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,Gold
15931,Olha Arkadivna Bryzhina (Vladykina-),F,25,171,63,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
15931,Olha Arkadivna Bryzhina (Vladykina-),F,29,171,63,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 400 metres,Silver
15931,Olha Arkadivna Bryzhina (Vladykina-),F,29,171,63,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
15932,Yelyzaveta Viktorivna Bryzhina,F,22,173,63,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
15935,Jan Brzk-Felix,M,24,,,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
15935,Jan Brzk-Felix,M,36,,,Czechoslovakia,TCH,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
15935,Jan Brzk-Felix,M,40,,,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
15936,Jerzy Jzef Brzczek,M,21,174,72,Poland,POL,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver
15947,Ashley Brzozowicz,F,29,176,75,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver
15951,Janusz Pawe Brzozowski,M,25,173,79,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
15954,Karen Brdsgaard,F,22,178,71,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
15954,Karen Brdsgaard,F,26,178,71,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
15956,Dejan Brovi,M,30,,,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Bronze
15961,Kjersti stgrd Buaas,F,24,161,57,Norway,NOR,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Women's Halfpipe,Bronze
15967,Joshua Buatsi,M,23,185,81,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Bronze
15974,Adalberts Bubenko,M,26,,,Latvia,LAT,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 50 kilometres Walk,Bronze
15975,"Serhiy Nazarovych ""Sergey"" Bubka",M,24,183,80,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,Gold
15977,Ji Bubla,M,26,175,89,Czechoslovakia,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
15980,"Augustin ""Gustav"" Bubnk",M,19,,,Czechoslovakia,TCH,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
15982,Vlastimil Bubnk,M,32,178,72,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
16004,William Carl Buchan,M,27,195,89,United States,USA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
16005,"William Earl Buchan, Sr.",M,49,190,95,United States,USA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,Gold
16008,Ferdinand Lindley Augustus Buchanan,M,32,,,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Silver
16009,Glenn Robert Buchanan,M,21,180,77,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,Bronze
16009,Glenn Robert Buchanan,M,21,180,77,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
16012,John Buchanan,M,24,,,Hera-1,GBR,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 12 metres,Gold
16013,Kadeisha Buchanan,F,20,170,65,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
16016,Sharon Lee Buchanan-Patmore,F,25,168,58,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold
16018,"Georges Eugne William ""Go"" Buchard",M,30,170,,France,FRA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",Gold
16018,"Georges Eugne William ""Go"" Buchard",M,34,170,,France,FRA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Individual",Silver
16018,"Georges Eugne William ""Go"" Buchard",M,34,170,,France,FRA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Silver
16018,"Georges Eugne William ""Go"" Buchard",M,38,170,,France,FRA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Silver
16018,"Georges Eugne William ""Go"" Buchard",M,38,170,,France,FRA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Gold
16018,"Georges Eugne William ""Go"" Buchard",M,42,170,,France,FRA,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Team",Bronze
16019,Gustave Jean Armand Buchard,M,30,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Individual",Bronze
16019,Gustave Jean Armand Buchard,M,30,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Bronze
16035,Otto Bucher,M,,,,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Fours,Silver
16046,Michael Buchheim,M,22,176,74,East Germany,GDR,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Skeet,Bronze
16055,Matthijs Bchli,M,23,188,90,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,Silver
16059,"Joachim ""Jochen"" Bchner",M,23,176,74,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,Bronze
16061,"Annemarie ""Mirl"" Buchner (Fischer-)",F,27,,,Germany,GER,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
16061,"Annemarie ""Mirl"" Buchner (Fischer-)",F,27,,,Germany,GER,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Bronze
16061,"Annemarie ""Mirl"" Buchner (Fischer-)",F,27,,,Germany,GER,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
16062,Ralf Bchner,M,21,163,56,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
16069,Charles von Buchwald,M,25,,,Denmark,DEN,1906 Summer,1906,Summer,Athina,Football,Football Men's Football,Gold
16069,Charles von Buchwald,M,27,,,Denmark,DEN,1908 Summer,1908,Summer,London,Football,Football Men's Football,Silver
16069,Charles von Buchwald,M,31,,,Denmark,DEN,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,Silver
16071,Edgar Buchwalder,M,20,,,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Team",Silver
16076,Craig Werner Buck,M,25,203,93,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold
16076,Craig Werner Buck,M,30,203,93,United States,USA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Gold
16085,Claude Percival Buckenham,M,24,,,Upton Park FC,GBR,1900 Summer,1900,Summer,Paris,Football,Football Men's Football,Gold
16088,"Gregory Fenton ""Greg"" Buckingham",M,23,191,84,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Individual Medley,Silver
16093,George Frederick Buckland,M,25,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Lacrosse,Lacrosse Men's Lacrosse,Silver
16101,George John Buckley,M,24,,,Devon and Somerset Wanderers,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Gold
16106,Walter Selby Buckmaster,M,27,,,"BLO Polo Club, Rugby",GBR,1900 Summer,1900,Summer,Paris,Polo,Polo Men's Polo,Silver
16106,Walter Selby Buckmaster,M,35,,,Hurlingham-2,GBR,1908 Summer,1908,Summer,London,Polo,Polo Men's Polo,Silver
16107,Henry Cresswell Bucknall,M,22,,73,Leander Club-1,GBR,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
16109,William Quinn Buckner,M,21,190,92,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold
16118,Florica Bucur (-Szilagh),F,21,175,76,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
16124,Lszl II Budai (Bednarik),M,23,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Gold
16133,Tams Buday,M,24,190,85,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
16133,Tams Buday,M,24,190,85,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
16138,"Harold Boyce Budd, Jr.",M,25,191,93,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Gold
16149,Richard Gordon McBride Budgett,M,25,200,100,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold
16152,Alexander Alan Budikusuma Wiratama,M,24,178,71,Indonesia,INA,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Men's Singles,Gold
16155,Hugo Budinger,M,29,180,76,Germany,GER,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Bronze
16158,Aleksandr Fyodorovich Budnikov,M,24,173,78,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Silver
16159,Boris Fyodorovich Budnikov,M,38,172,74,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Silver
16162,Aleksei Budlin,M,24,177,81,Estonia,EST,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Middleweight,Bronze
16169,Henryk Budziski,M,27,168,68,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,Bronze
16173,Rachel Marie Buehler (-Van Hollebeke),F,22,165,65,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
16173,Rachel Marie Buehler (-Van Hollebeke),F,26,165,65,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
16185,"John Joseph ""Joe"" Buerger",M,33,,,Western Rowing Club-3,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxless Pairs,Bronze
16188,Valeria Bufanu-tefnescu,F,25,170,60,Romania,ROU,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres Hurdles,Silver
16195,Pierre Andr Buffire,M,25,185,85,France,FRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Silver
16199,Tonja Yvette Buford-Bailey,F,25,176,62,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres Hurdles,Bronze
16204,Ivans Bugajenkovs,M,26,182,82,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Gold
16204,Ivans Bugajenkovs,M,30,182,82,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold
16209,Imrich Bugr,M,25,196,120,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,Silver
